"Hide Empty?","Hide Empty?",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:305
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:483
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:582
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:693
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:770
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:385
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:458
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:557
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:804
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:852
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:689
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:809
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:631
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:663
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:778
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:811
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:993
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:1026
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:1116
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:1149
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:561
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:663
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:985
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:1109
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:569
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:601
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:761
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:873",
"Order By","Order By",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:312
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:490
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:558
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:669
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:746
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:361
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:465
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:533
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:780
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:828
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:896
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:811
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:595",
"Enter the order by","Enter the order by",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:313
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:491
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:559
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:670
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:747
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:362
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:466
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:534
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:781
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:829
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:897
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:812
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:596",
"Enter the Order","Enter the Order",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:321
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:499
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:567
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:678
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:755
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:370
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:474
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:542
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:789
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:837
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:905
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:820
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:604",
"Enter the limit","Enter the limit",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:329
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:507
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:575
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:686
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:763
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:378
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:482
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:550
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:797
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:845
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:913
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:828
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:612
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:248",
"Section Title","Section Title",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:351
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:409
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:447
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:529
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:640
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:731
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:805
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:287
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:332
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:422
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:504
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:615
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:744
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:526
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:567
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:678
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:531
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:643
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:763
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:929
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:984
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:1039
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:653
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:701
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:744
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:811
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:878
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:918
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:939
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:1043
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:479
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:585
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:732
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:881
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:947
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:1070
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:1195
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:218
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:451
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:529
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:631
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:713
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:796
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:641
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:842
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:939
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:1063
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:1330
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:404
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:523
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:715
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:827
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:1001",
"Banner Image","Banner Image",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:387
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:618
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:593
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:658
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:620
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:458
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:611
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:906
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:968
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:918
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:502
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:980",
Link,Link,,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:394
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:625
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:600
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:665
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:627
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:465
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:618
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:925
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:509",
Subtitle,Subtitle,,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:454
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:429",
"Background Image","Background Image",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:461
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:436
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:632
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:177",
"Enable Header?","Enable Header?",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:468
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:443",
"Enable Categories?","Enable Categories?",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:536
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:647
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:339
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:511",
"Categories Title","Categories Title",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:543
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:654
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:346
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:518
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:664
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:784
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:606
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:753
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:968
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:1091
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:536
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:638
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:960
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:1084
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:544
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:736
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:848",
"Enable Fullwidth","Enable Fullwidth",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v1.php:784
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:927
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:842",
"Product Categories List","Product Categories List",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:73
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:148",
Banner,Banner,,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:83
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:150
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:78
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:126
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:78
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:159
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:63
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:143
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:83
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:147
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:78
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:141
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:63
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:133",
"Features List","Features List",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:93
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:152
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:58
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:153",
"List Categories","List Categories",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:99
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:153",
"Deals Product With Fatured","Deals Product With Fatured",,inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:146,
"Catch Big<br> <strong>Deals</strong> on the Cameras","Catch Big<br> <strong>Deals</strong> on the Cameras",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:204
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:1192",
"Tablets,<br> Mobiles <br><strong>and more</strong>","Tablets,<br> Mobiles <br><strong>and more</strong>",,inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:246,
"Timer Title","Timer Title",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:303
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:486
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:411",
"Header Timer?","Header Timer?",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:310
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:418",
"Timer Value","Timer Value",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:317
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:500
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:425",
"Feature 1","Feature 1",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:625
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:211",
Icon,Icon,,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:631
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:653
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:675
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:697
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:719
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:217
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:239
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:261
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:283
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:305",
"Enter the icon for your features here","Enter the icon for your features here",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:632
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:654
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:676
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:698
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:720
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:218
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:240
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:262
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:284
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:306",
Text,Text,,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:639
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:661
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:683
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:705
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:727
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:225
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:247
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:269
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:291
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:313",
"Enter the text for your features here","Enter the text for your features here",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:640
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:662
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:684
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:706
inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:728
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:226
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:248
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:270
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:292
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:314",
"<strong>Free Delivery</strong> from $50","<strong>Free Delivery</strong> from $50",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:642
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:228
inc/functions/homepages/home-mobile-v1.php:364
inc/functions/homepages/home-mobile-v2.php:324
inc/structure/homepage-v3.php:21 inc/structure/homepage-v3.php:309",
"Feature 2","Feature 2",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:647
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:233",
"<strong>99% Positive</strong> Feedbacks","<strong>99% Positive</strong> Feedbacks",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:664
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:250
inc/functions/homepages/home-mobile-v1.php:368
inc/functions/homepages/home-mobile-v2.php:328
inc/structure/homepage-v3.php:25 inc/structure/homepage-v3.php:313",
"Feature 3","Feature 3",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:669
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:255",
"<strong>365 days</strong> for free return","<strong>365 days</strong> for free return",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:686
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:272
inc/functions/homepages/home-mobile-v1.php:372
inc/functions/homepages/home-mobile-v2.php:332
inc/structure/homepage-v3.php:29 inc/structure/homepage-v3.php:317",
"Feature 4","Feature 4",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:691
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:277",
"<strong>Payment</strong> Secure System","<strong>Payment</strong> Secure System",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:708
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:294
inc/functions/homepages/home-mobile-v1.php:376
inc/functions/homepages/home-mobile-v2.php:336
inc/structure/homepage-v3.php:33 inc/structure/homepage-v3.php:321",
"Feature 5","Feature 5",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:713
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:299",
"<strong>Only Best</strong> Brands","<strong>Only Best</strong> Brands",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:730
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:316
inc/functions/homepages/home-mobile-v1.php:380
inc/functions/homepages/home-mobile-v2.php:340
inc/structure/homepage-v3.php:37 inc/structure/homepage-v3.php:325",
"Tranding Categories","Tranding Categories",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:746
inc/functions/homepages/home-mobile-v1.php:387",
"See all Products","See all Products",,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:752
inc/functions/homepages/home-mobile-v1.php:177
inc/functions/homepages/home-mobile-v2.php:151
inc/template-tags/homepages/home-mobile.php:386",
"Category 1","Category 1",,inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:762,
Mobiles,Mobiles,,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:769
inc/functions/homepages/home-mobile-v1.php:390
inc/functions/homepages/home-mobile-v2.php:383",
"Category 2","Category 2",,inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:810,
Games,Games,,"inc/admin/meta-boxes/class-electro-meta-box-home-mobile-v2.php:817
inc/functions/homepages/home-mobile-v1.php:399
inc/functions/homepages/home-mobile-v2.php:387",
"Deal and Tabs Block","Deal and Tabs Block",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:63
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:123",
"4-1-4 Products Block","4-1-4 Products Block",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:68
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:124",
"2-1-2 Products Block","2-1-2 Products Block",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:68
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:124",
"Product Cards Carousel","Product Cards Carousel",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:73
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:125
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:73
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:158
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:93
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:149",
"Products Carousel","Products Carousel",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:83
inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:127
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:98
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:161
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:73
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:145
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:73
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:140
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:58
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:132
inc/template-tags/homepages/home-v3.php:216",
"Header v3","Header v3",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:105
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:138
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:137
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:126
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:126
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:121
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:116
inc/admin/meta-boxes/class-electro-meta-box-page.php:29
inc/redux-framework/options/header-options.php:85",
"Header v4","Header v4",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:106
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:139
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:138
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:127
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:127
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:122
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:117
inc/admin/meta-boxes/class-electro-meta-box-page.php:30
inc/redux-framework/options/header-options.php:86",
"Header v5","Header v5",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:107
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:140
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:139
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:128
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:128
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:123
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:118
inc/admin/meta-boxes/class-electro-meta-box-page.php:31
inc/redux-framework/options/header-options.php:87",
"Header v6","Header v6",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:108
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:141
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:140
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:129
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:129
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:124
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:119
inc/admin/meta-boxes/class-electro-meta-box-page.php:32
inc/redux-framework/options/header-options.php:88",
"Header v7","Header v7",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:109
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:142
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:141
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:130
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:130
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:125
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:120
inc/admin/meta-boxes/class-electro-meta-box-page.php:33
inc/redux-framework/options/header-options.php:89",
"Header v8","Header v8",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:110
inc/admin/meta-boxes/class-electro-meta-box-home-v2.php:143
inc/admin/meta-boxes/class-electro-meta-box-home-v3.php:142
inc/admin/meta-boxes/class-electro-meta-box-home-v4.php:131
inc/admin/meta-boxes/class-electro-meta-box-home-v5.php:131
inc/admin/meta-boxes/class-electro-meta-box-home-v6.php:126
inc/admin/meta-boxes/class-electro-meta-box-home-v7.php:121
inc/admin/meta-boxes/class-electro-meta-box-page.php:34
inc/redux-framework/options/header-options.php:90",
"Catch Big <br><strong>Deals</strong> on the <br>Cameras","Catch Big <br><strong>Deals</strong> on the <br>Cameras",,"inc/admin/meta-boxes/class-electro-meta-box-home-v1.php:178
inc/functions/homepages/home-v1.php:71
inc/template-tags/homepages/home-v1.php:54",
